track_id,acousticness,danceability,duration_ms,energy,genre,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
4T652DlATVHe0jdLKaN3Bw,0.173,0.662,222947,0.6,Dance,0.000137,3,0.109,-6.402,1,0.0703,134.979,4,0.331
4y3OI86AEP6PQoDE6olYhO,0.0436,0.846,181040,0.731,Dance,0.0,4,0.0949,-5.027,0,0.064,137.947,4,0.933
6QfS2wq5sSC1xAJCQsTSlj,0.416,0.575,217213,0.33,Dance,0.0,10,0.0872,-6.557,1,0.031,95.801,4,0.277
27356GVuMPFWiJSZCragoM,0.0844,0.671,140693,0.714,Dance,1.48e-06,10,0.0568,-5.373,1,0.21,105.137,3,0.477
11cDEev79fPKi6uJCjUhu8,0.00791,0.51,226747,0.835,Dance,0.0,6,0.219,-4.673,1,0.0447,140.024,4,0.435
4VUwkH455At9kENOfzTqmF,0.346,0.638,180000,0.717,Dance,0.0,5,0.105,-4.722,1,0.0337,100.027,4,0.249
2qT1uLXPVPzGgFOx4jtEuo,0.04,0.699,205920,0.713,Dance,3.11e-06,0,0.294,-5.507,0,0.0594,121.993,4,0.354
4w8niZpiMy6qz1mntFA5uM,0.153,0.841,212500,0.798,Dance,3.33e-06,4,0.0618,-4.206,0,0.229,95.948,4,0.591
4NBTZtAt1F13VvlSKe6KTl,0.0558,0.575,197947,0.571,Dance,0.0,4,0.0912,-7.906,1,0.0439,105.049,4,0.449
27rdGxbavYJeBphck5MZAF,0.00987,0.601,217467,0.794,Dance,1.36e-06,10,0.388,-5.844,0,0.0671,114.066,4,0.244
4OafepJy2teCjYJbvFE60J,0.0211,0.568,198160,0.656,Dance,1.37e-05,11,0.213,-5.413,1,0.0433,100.049,4,0.364
5YAP8zpqj1eIX88makBjDe,0.166,0.613,223543,0.6,Dance,0.0,11,0.117,-7.097,1,0.154,147.059,4,0.532
7uzmGiiJyRfuViKKK3lVmR,0.0161,0.71,131064,0.789,Dance,2.77e-06,7,0.451,-3.874,1,0.0722,142.929,4,0.717
1wjzFQodRWrPcQ0AnYnvQ9,0.535,0.752,197437,0.505,Dance,2.55e-06,0,0.104,-7.621,1,0.253,91.97,4,0.419
7iDa6hUg2VgEL1o1HjmfBn,0.047,0.643,163870,0.783,Dance,0.0,1,0.083,-6.458,1,0.0856,154.084,4,0.579
5OCJzvD7sykQEKHH7qAC3C,0.0233,0.602,197547,0.658,Dance,6e-05,4,0.237,-5.934,1,0.0558,145.031,4,0.268
0CZ8lquoTX2Dkg7Ak2inwA,0.648,0.6,225133,0.535,Dance,4.7e-06,7,0.162,-7.043,1,0.107,71.912,4,0.269
4BiiOzZCrXEzHRLYcYFiD5,0.488,0.773,180120,0.699,Dance,3.6e-06,4,0.0814,-5.982,0,0.0958,104.941,4,0.513
5JEx7HbmvHQQswJCsoo9rA,0.0969,0.574,182623,0.758,Dance,0.0,4,0.395,-5.029,0,0.0621,144.111,4,0.492
1WSGTYKLEpKfNQYYW5Oymt,0.404,0.541,158027,0.468,Dance,3.65e-06,1,0.358,-4.039,0,0.362,95.266,4,0.69
5Gu0PDLN4YJeW75PpBSg9p,0.0337,0.663,174800,0.708,Dance,0.0,11,0.0841,-4.154,1,0.0473,103.073,4,0.742
04ZTP5KsCypmtCmQg5tH9R,0.00281,0.63,195519,0.694,Dance,0.0,2,0.0719,-6.257,0,0.0253,97.005,4,0.216
5itOtNx0WxtJmi1TQ3RuRd,0.016,0.807,229184,0.887,Dance,0.000503,4,0.0811,-4.311,0,0.0361,122.015,4,0.606
7BKLCZ1jbUBVqRi2FVlTVw,0.414,0.748,244960,0.524,Dance,0.0,11,0.111,-5.599,1,0.0338,95.01,4,0.661
0i0wnv9UoFdZ5MfuFGQzMy,0.175,0.514,150333,0.618,Dance,0.0,2,0.117,-4.585,0,0.0317,84.259,4,0.401
2iUXsYOEPhVqEBwsqP70rE,0.0169,0.596,203418,0.854,Dance,0.0,10,0.124,-5.114,0,0.463,120.274,4,0.152
2rbDhOo9Fh61Bbu23T2qCk,0.299,0.553,210200,0.502,Dance,0.0,3,0.764,-5.972,1,0.0409,129.976,4,0.296
6ZRuF2n1CQxyxxAAWsKJOy,0.367,0.61,201788,0.725,Dance,0.0,11,0.154,-5.131,1,0.15,146.163,4,0.291
2hnxrRNzF74mdDzpQZQukQ,0.49,0.755,174861,0.625,Dance,0.0,5,0.157,-7.114,1,0.0896,147.02,4,0.374
0KKkJNfGyhkQ5aFogxQAPU,0.013,0.853,206693,0.56,Dance,0.0,4,0.0944,-4.961,1,0.0406,134.066,4,0.86
0tBbt8CrmxbjRP0pueQkyU,0.129,0.72,197993,0.807,Dance,0.0,2,0.183,-4.59,0,0.0432,124.946,4,0.305
2c7GlMNmF7pbohjykutmLP,0.0085,0.691,187027,0.716,Dance,9.06e-06,10,0.263,-5.985,1,0.0351,112.035,4,0.507
1rfofaqEpACxVEHIZBJe6W,0.184,0.765,217307,0.523,Dance,3.56e-05,5,0.132,-4.333,1,0.03,104.988,4,0.394
5Q0Nhxo0l2bP3pNjpGJwV1,0.00124,0.454,202067,0.708,Dance,0.000181,1,0.0679,-4.526,0,0.0675,192.18,4,0.483
7y9iMe8SOB6z3NoHE2OfXl,0.0604,0.675,181279,0.751,Dance,0.0,3,0.0893,-3.539,1,0.0296,118.384,4,0.612
3Vo4wInECJQuz9BIBMOu8i,0.0185,0.704,217289,0.859,Dance,0.0,8,0.0215,-4.877,0,0.0996,105.115,4,0.926
09IStsImFySgyp0pIQdqAc,0.171,0.753,184732,0.657,Dance,0.0,10,0.112,-3.061,1,0.0449,107.01,4,0.437
6Yx181fZzA0YE2EkUsYruq,0.0668,0.693,179930,0.604,Dance,0.0,2,0.114,-5.279,1,0.0427,75.014,4,0.651
6GzApXoBQiiAjak3tOQfV3,0.0132,0.611,149878,0.52,Dance,0.0,3,0.105,-5.445,1,0.0346,159.927,4,0.771
2QZ7WLBE8h2y1Y5Fb8RYbH,0.0573,0.622,211360,0.712,Dance,0.0,8,0.13,-7.321,1,0.066,140.025,4,0.487
2meEiZKWkiN28gITzFwQo5,0.0162,0.623,244453,0.734,Dance,1.9e-06,0,0.145,-5.95,1,0.107,107.853,4,0.372
4hQ6UGyWQIGJmHSo0J88JW,0.0945,0.601,207905,0.724,Dance,1.68e-06,9,0.12,-4.856,1,0.0486,102.061,4,0.508
7uiBocndm12aKbsdnQ3Scx,0.172,0.441,187298,0.527,Dance,0.0,6,0.233,-5.318,1,0.0966,96.37,4,0.589
7xoUc6faLbCqZO6fQEYprd,0.093,0.628,197267,0.593,Dance,1.65e-06,11,0.096,-5.036,1,0.0323,125.026,4,0.104
5WtfUKzXircvW8l5aaVZWT,0.662,0.518,173307,0.467,Dance,0.0,3,0.0853,-6.184,1,0.0302,132.854,4,0.386
4Tvw0lweq9l2JPQKFbpbBQ,0.0635,0.647,192402,0.795,Dance,0.0,4,0.188,-3.548,0,0.0372,127.992,4,0.409
4Ce37cRWvM1vIGGynKcs22,0.378,0.729,181880,0.615,Dance,0.0,7,0.105,-4.238,1,0.0647,99.989,4,0.508
3WefHNGtjexZvi66ZEx9u4,0.185,0.704,207109,0.56,Dance,0.0,4,0.0948,-6.791,0,0.179,75.003,4,0.609
5600nq7TiBraBX2jobyJ3l,0.00579,0.588,182075,0.821,Dance,0.000275,8,0.208,-6.54,0,0.216,188.098,4,0.509
3Du2K5dLzmduCNp6uwuaL0,0.0223,0.702,203760,0.635,Dance,0.0,2,0.283,-6.917,0,0.265,144.004,4,0.873
1pKeFVVUOPjFsOABub0OaV,0.0513,0.65,226160,0.736,Dance,0.0,9,0.235,-5.84,0,0.229,159.174,4,0.612
6Zc5f20q7sOe1IC1c1jQvZ,0.351,0.742,228816,0.515,Dance,0.0,9,0.184,-6.103,1,0.0747,136.02,4,0.452
5WHTFyqSii0lmT9R21abT8,0.296,0.674,178480,0.881,Dance,3.01e-06,0,0.0793,-2.853,1,0.147,98.994,4,0.234
7DHApOHsIFo7EyfieArYGE,0.0519,0.652,177391,0.453,Dance,0.0,4,0.179,-6.119,1,0.0445,88.038,3,0.432
79esEXlqqmq0GPz0xQSZTV,0.255,0.713,201200,0.738,Dance,0.0,1,0.106,-6.784,1,0.374,105.027,4,0.425
1pfgsjmxVZhoZpeDx6POKv,0.00464,0.66,205793,0.788,Dance,0.0,3,0.179,-5.844,1,0.0374,120.048,4,0.494
7BqBn9nzAq8spo5e7cZ0dJ,0.0151,0.637,220733,0.843,Dance,0.0,8,0.0876,-5.413,1,0.0432,109.012,4,0.434
76cy1WJvNGJTj78UqeA5zr,0.0403,0.836,217947,0.544,Dance,0.0,10,0.0824,-5.975,1,0.0943,97.028,4,0.51
6pmZMP2ET1OJi5rKfLO8jD,0.385,0.651,167019,0.654,Dance,0.0,4,0.181,-5.481,1,0.0466,141.975,4,0.539
2YyvWje3cEYyqgYhNUIaBJ,0.195,0.689,209773,0.679,Dance,0.00111,10,0.224,-5.893,1,0.0517,149.972,4,0.475
2XWjPtKdi5sucFYtVav07d,0.339,0.745,181900,0.693,Dance,0.0,5,0.123,-5.479,0,0.034,98.039,4,0.248
2tUBqZG2AbRi7Q0BIrVrEj,0.207,0.709,291293,0.824,Dance,0.000307,4,0.0888,-8.824,1,0.0453,118.814,4,0.867
6NFyWDv5CjfwuzoCkw47Xf,0.216,0.75,232253,0.404,Dance,0.000357,0,0.0911,-10.178,0,0.0682,95.045,4,0.0499
70khXICDeTTxgYtw3EysKH,0.248,0.721,208493,0.459,Dance,0.0,7,0.212,-6.408,1,0.032,119.914,4,0.46
5WoaF1B5XIEnWfmb5NZikf,0.173,0.674,259333,0.506,Dance,0.0,9,0.0866,-10.532,1,0.0434,145.965,4,0.183
5tAa8Uaqr4VvA3693mbIhU,0.423,0.665,190932,0.699,Dance,0.0,2,0.0969,-5.265,1,0.0578,124.896,4,0.585
32OlwWuMpZ6b0aN2RZOeMS,0.00801,0.856,269667,0.609,Dance,8.15e-05,3,0.0344,-7.223,1,0.0824,114.988,4,0.928
7lozLnUfzcgEpMMVQI7yhA,0.353,0.676,148260,0.67,Dance,0.0,11,0.103,-6.584,1,0.0374,113.01,4,0.54
7vu0JkJh0ldukEYbTVcqd0,0.401,0.728,176320,0.415,Dance,0.0,11,0.0616,-6.852,1,0.0639,114.145,4,0.455
7FjZU7XFs7P9jHI9Z0yRhK,0.121,0.7,190302,0.872,Dance,7.08e-06,1,0.103,-5.896,1,0.0666,125.03,4,0.761
1xWH8zYtDeS9mW1JJG23VZ,0.375,0.831,245667,0.485,Dance,1.47e-05,1,0.118,-6.677,0,0.15,80.022,4,0.622
7l94dyN2hX9c6wWcZQuOGJ,0.0529,0.662,235947,0.602,Dance,0.0,7,0.356,-5.369,0,0.0401,133.969,3,0.29
7ef4DlsgrMEH11cDZd32M6,0.037,0.791,214847,0.862,Dance,2.19e-05,0,0.0814,-3.24,0,0.11,123.994,4,0.592
4keoy2fqgwGnbWlm3ZVZFa,0.579,0.503,207030,0.741,Dance,1.49e-06,7,0.0712,-5.128,1,0.047,88.335,3,0.458
3QGsuHI8jO1Rx4JWLUh9jd,0.106,0.444,187973,0.819,Dance,0.0,1,0.107,-4.078,0,0.341,82.695,4,0.747
6rPO02ozF3bM7NnOV4h6s2,0.228,0.653,228827,0.816,Dance,0.0,5,0.0967,-4.353,1,0.167,178.086,4,0.816
7dZ1Odmx9jWIweQSatnRqo,0.437,0.665,205280,0.424,Dance,0.0,3,0.107,-7.838,1,0.0444,129.911,4,0.134
2ekn2ttSfGqwhhate0LSR0,0.00261,0.762,209320,0.7,Dance,1.56e-05,0,0.153,-6.021,0,0.0694,116.073,4,0.608
4kWO6O1BUXcZmaxitpVUwp,0.374,0.747,215760,0.834,Dance,0.0,6,0.0586,-2.867,0,0.045,128.005,4,0.687
5TVirkSwFEXF1nLJEebe2I,0.214,0.666,178242,0.677,Dance,0.0,5,0.0979,-5.743,1,0.0326,100.014,4,0.178
4zRZAmBQP8vhNPf9i9opXt,0.649,0.607,190027,0.478,Dance,0.0,4,0.0928,-5.702,0,0.031,88.979,4,0.255
1WkMMavIMc4JZ8cfMmxHkI,0.0106,0.669,237547,0.832,Dance,0.0,3,0.0968,-5.72,1,0.0682,113.035,4,0.7
3WVhkjB7Y4xFruqoCAajBb,0.0422,0.46,179227,0.809,Dance,5.04e-05,9,0.138,-5.415,1,0.326,157.184,4,0.609
6b8Be6ljOzmkOmFslEb23P,0.034,0.818,225983,0.803,Dance,0.0,4,0.153,-4.282,1,0.0797,106.97,4,0.632
11Tfh16o0SW8KdiQdeESEX,0.309,0.677,175093,0.594,Dance,0.0,10,0.118,-6.264,1,0.0695,76.996,4,0.427
2s1sdSqGcKxpPr5lCl7jAV,0.0197,0.399,216120,0.787,Dance,6.07e-05,4,0.0685,-2.88,1,0.0499,117.089,5,0.572
10GJQkjRJcZhGTLagFOC62,0.0485,0.76,204400,0.588,Dance,0.0,0,0.0847,-7.082,1,0.0775,102.974,4,0.384
7JJmb5XwzOO8jgpou264Ml,0.38,0.866,199440,0.813,Dance,0.0,2,0.0779,-4.063,0,0.0554,121.998,4,0.969
2BgEsaKNfHUdlh97KmvFyo,0.0372,0.697,186987,0.683,Dance,0.0,4,0.137,-2.881,0,0.117,96.133,4,0.603
6e40mgJiCid5HRAGrbpGA6,0.216,0.689,213600,0.702,Dance,0.0,9,0.159,-5.642,0,0.0261,99.031,4,0.484
0yjJ3it84L5Uq6fCCO7C9t,0.0143,0.658,162920,0.783,Dance,0.000181,2,0.0543,-3.381,0,0.194,159.049,4,0.745
75ls0gurX68lUmMjE7QcsE,0.836,0.773,169973,0.437,Dance,2.42e-05,0,0.544,-8.281,1,0.0963,103.861,4,0.707
30VHURM5NOfoZmqp2iKawS,0.252,0.689,219053,0.614,Dance,1.95e-05,7,0.178,-6.137,0,0.0306,141.97,4,0.411
4HlFJV71xXKIGcU3kRyttv,0.185,0.673,216773,0.886,Dance,0.0,4,0.0826,-4.44,0,0.0431,97.012,4,0.795
1XJ93XskwJf7PCyIVLbNBt,0.571,0.803,210147,0.384,Dance,0.0,10,0.194,-6.522,1,0.179,141.924,4,0.503
5N5k9nd479b1xpDZ4usjrg,0.0119,0.781,213309,0.768,Dance,4.91e-06,2,0.325,-5.991,1,0.0394,123.07,4,0.486
575NJxNUVDqwJGdzBrlLbv,0.0882,0.694,201253,0.852,Dance,0.0,10,0.334,-5.34,0,0.257,107.178,4,0.377
6RUKPb4LETWmmr3iAEQktW,0.0498,0.617,247160,0.635,Dance,1.44e-05,2,0.164,-6.769,0,0.0317,103.019,4,0.446
7pT6WSg4PCt4mr5ZFyUfsF,0.698,0.656,181522,0.577,Dance,0.0,1,0.296,-5.566,0,0.0802,173.094,4,0.861
4Ro98RCK90oHqqSZUnTFq5,0.22,0.874,204502,0.497,Dance,0.0,9,0.0761,-5.484,1,0.0562,106.023,4,0.542
5cF0dROlMOK5uNZtivgu50,0.109,0.775,208787,0.613,Dance,2.33e-05,6,0.134,-4.586,0,0.0542,100.066,4,0.797
3bidbhpOYeV4knp8AIu8Xn,0.0291,0.641,258343,0.922,Dance,0.0,5,0.0862,-4.457,1,0.0786,146.078,4,0.847
7jr3iPu4O4bTCVwLMbdU2i,0.0658,0.678,189173,0.729,Dance,0.0,11,0.303,-4.188,1,0.137,99.895,4,0.643
3ZFTkvIE7kyPt6Nu3PEa7V,0.284,0.778,218093,0.824,Dance,0.0,1,0.405,-5.892,0,0.0712,100.024,4,0.756
6xtcFXSo8H9BZN637BMVKS,0.288,0.531,190000,0.854,Dance,0.0,1,0.0773,-3.149,1,0.198,94.419,4,0.456
6gpcs5eMhJwax4mIfKDYQk,0.498,0.736,230813,0.795,Dance,1.21e-06,4,0.254,-3.299,0,0.0545,104.066,4,0.511
6lanRgr6wXibZr8KgzXxBl,0.309,0.421,285120,0.407,Dance,0.000961,1,0.11,-7.445,1,0.0267,139.028,3,0.161
1rCcsYnmqbMYdkG7kS9GC5,0.0161,0.574,214942,0.728,Dance,1.42e-06,4,0.0851,-4.777,1,0.062,125.047,4,0.266
72jGj8k9C7DIQesDYenUT3,0.0296,0.667,175093,0.954,Dance,0.0,5,0.331,-3.462,1,0.0817,114.0,4,0.807
5WvAo7DNuPRmk4APhdPzi8,0.0733,0.552,260000,0.76,Dance,0.0,3,0.0865,-4.706,1,0.342,135.702,5,0.639
0WdR2AyLW1Drd3OUdwezM0,0.186,0.71,172107,0.614,Dance,0.0,1,0.0974,-6.757,0,0.0431,148.152,4,0.658
6G7DuXoSGeAf6BZivJdEjF,0.00116,0.79,199874,0.853,Dance,4.23e-05,2,0.329,-4.564,0,0.0665,124.998,4,0.713
4JehYebiI9JE8sR8MisGVb,0.272,0.508,261640,0.72,Dance,0.0,2,0.0563,-5.908,0,0.0628,79.983,4,0.472
3qGDwGqdyFq3faUU4BmhdY,0.0864,0.622,213040,0.621,Dance,9.8e-05,2,0.121,-4.924,0,0.129,158.946,4,0.567
4IhKLu7Vk3j2TLmnFPl6To,0.388,0.723,218893,0.504,Dance,7.4e-05,11,0.087,-5.572,1,0.0392,133.975,4,0.551
0AS63m1wHv9n4VVRizK6Hc,0.125,0.555,208733,0.662,Dance,0.0,2,0.111,-4.952,0,0.0827,148.128,4,0.356
1i1fxkWeaMmKEB4T7zqbzK,0.157,0.532,208373,0.869,Dance,0.00508,2,0.136,-5.094,1,0.172,159.803,4,0.422
4eWQlBRaTjPPUlzacqEeoQ,0.181,0.637,226973,0.713,Dance,0.000637,3,0.137,-4.333,1,0.0747,129.923,4,0.243
4oKeAkeT2V1PBWfyywGAnL,0.0776,0.643,195419,0.904,Dance,0.0,3,0.189,-3.694,1,0.0739,103.028,4,0.481
3S4px9f4lceWdKf0gWciFu,0.0472,0.628,211667,0.698,Dance,0.00143,9,0.0907,-5.608,0,0.105,89.976,4,0.732
2aksifNn5ph8igDOkPBA02,0.0717,0.509,224000,0.637,Dance,1.08e-05,7,0.0789,-4.83,0,0.0471,172.006,3,0.378
3u1S1OmAUhx5DRlLrXqyp3,0.323,0.69,194408,0.784,Dance,0.0,4,0.203,-4.653,1,0.032,106.066,4,0.669
2hKdd3qO7cWr2Jo0Bcs0MA,0.154,0.468,259933,0.64,Dance,0.0,3,0.154,-5.862,1,0.0275,79.297,4,0.499
2kQuhkFX7uSVepCD3h29g5,0.292,0.937,212360,0.738,Dance,0.0,8,0.106,-5.301,0,0.0478,118.994,4,0.911
14kYOiFVPb7E7NfFbqhdln,0.0217,0.708,189507,0.454,Dance,0.0,4,0.073,-7.07,1,0.0395,110.963,4,0.24
2tJulUYLDKOg9XrtVkMgcJ,0.146,0.706,223253,0.558,Dance,0.0,5,0.118,-7.237,0,0.0593,110.443,4,0.227
1Tt4sE4pXi57mTD1GCzsqm,0.11,0.671,191600,0.314,Dance,0.0,8,0.0825,-8.091,0,0.244,110.898,4,0.296
6ET9kf9riLETWs9lePUEAI,0.462,0.555,246133,0.43,Dance,0.000191,5,0.0869,-9.105,1,0.0295,147.613,4,0.274
2U2Z1IXnmJIvlknWizFykZ,0.0325,0.725,213693,0.674,Dance,3.55e-06,2,0.0531,-5.254,0,0.0363,120.057,4,0.773
76hfruVvmfQbw0eYn1nmeC,0.156,0.774,219147,0.765,Dance,0.0,7,0.0373,-5.439,0,0.0502,119.001,4,0.917
4h8VwCb1MTGoLKueQ1WgbD,0.00346,0.518,247427,0.784,Dance,0.00187,5,0.171,-5.659,1,0.0524,124.102,4,0.588
3LmvfNUQtglbTrydsdIqFU,0.0358,0.838,201400,0.469,Dance,0.0,3,0.0928,-7.992,1,0.0835,139.975,4,0.778
0iwsQWgtjSq2kUXuZwTDAL,0.067,0.631,190576,0.599,Dance,0.0,10,0.0952,-6.137,0,0.0878,170.122,4,0.727
1NDxZ7cFAo481dtYWdrUnR,0.15,0.703,193613,0.868,Dance,0.132,10,0.104,-4.661,0,0.0291,121.03,4,0.733
2y4lAQpi5VTNLu2ldeTdUH,0.00882,0.613,231240,0.622,Dance,0.0,4,0.37,-5.794,0,0.0334,80.003,4,0.484
1MtUq6Wp1eQ8PC6BbPCj8P,0.0353,0.663,197933,0.713,Dance,7.68e-06,10,0.0843,-6.647,0,0.112,101.965,4,0.69
5J4ZkQpzMUFojo1CtAZYpn,0.00937,0.472,236133,0.714,Dance,0.0,4,0.0764,-4.389,0,0.0334,98.992,4,0.24
36phXHOKx8rO7CMp2vNX4x,0.0026,0.617,218773,0.759,Dance,0.0,3,0.419,-6.785,0,0.0677,122.925,4,0.324
4Uy3kNxW2kB8AEoXljEcth,0.0166,0.766,174893,0.881,Dance,2.3e-06,0,0.347,-5.158,0,0.137,112.027,5,0.674
2r1T6xGTVaNAqBoPH4lZEE,0.252,0.669,192537,0.684,Dance,0.0,10,0.72,-4.595,1,0.0585,96.097,4,0.466
1KGi9sZVMeszgZOWivFpxs,0.0251,0.743,214400,0.675,Dance,0.000717,11,0.0685,-4.267,0,0.0953,92.909,4,0.59
1Je1IMUlBXcx1Fz0WE7oPT,0.101,0.768,173027,0.864,Dance,0.0,2,0.162,-6.145,1,0.0324,110.008,4,0.891
2OvV4NjEBRE9v8Oo7QeUCq,0.25,0.654,207857,0.547,Dance,0.0,1,0.0961,-6.598,1,0.127,173.981,4,0.507
3ao3OVxHlb3C08vAaApUlm,0.122,0.786,163880,0.764,Dance,0.0,2,0.102,-2.935,1,0.0798,90.979,4,0.913
6fZpcVRr45Z6fLtciswBBU,0.583,0.663,147021,0.666,Dance,3.85e-06,9,0.222,-5.441,1,0.125,159.983,4,0.605
0prNGof3XqfTvNDxHonvdK,0.0285,0.573,230227,0.739,Dance,0.0,3,0.111,-5.74,1,0.129,97.085,4,0.451
2S2od3hT7ceytw7d1pTRuE,0.188,0.664,193962,0.738,Dance,5.75e-05,0,0.135,-4.095,0,0.0338,119.973,4,0.203
2cOUlop2ZakjOKe4WinesN,0.0139,0.726,188174,0.431,Dance,0.0,3,0.054,-6.666,1,0.0554,85.889,4,0.86
2WfaOiMkCvy7F5fcp2zZ8L,0.018,0.573,225280,0.902,Dance,0.00125,9,0.0928,-7.638,0,0.054,84.412,4,0.876
2ZIZXWnU52s0C75sPYiwvh,0.0596,0.764,191493,0.618,Dance,0.0,8,0.194,-5.492,0,0.0873,140.09,4,0.655
0OaunKfsxkgBvPv68jBbmm,0.0503,0.852,227547,0.604,Dance,0.0,3,0.327,-4.569,1,0.0642,94.762,4,0.667
0JXXNGljqupsJaZsgSbMZV,0.0275,0.684,195373,0.603,Dance,0.000311,2,0.191,-8.127,0,0.0989,81.0,4,0.504
3ibKnFDaa3GhpPGlOUj7ff,0.235,0.656,256733,0.578,Dance,0.0,10,0.118,-8.97,0,0.0922,94.514,4,0.556
2qHk6Nz5glNQrjW8Rhd5kv,0.415,0.578,215671,0.588,Dance,0.0,3,0.114,-4.92,0,0.255,79.174,5,0.3
7wLzyZNWI5QicsVhkXohFq,0.049,0.726,233478,0.698,Dance,0.0,8,0.309,-4.165,1,0.0431,143.994,4,0.867
1Fo4OvzP9PThFKMeMIAEYu,0.82,0.681,179998,0.34,Dance,0.0,10,0.285,-8.617,1,0.0339,129.98,4,0.417
7cflqPPi3zWfLFRRBTWeh6,0.425,0.759,189800,0.358,Dance,0.0,7,0.288,-8.326,0,0.0707,138.057,4,0.679
49FYlytm3dAAraYgpoJZux,0.00864,0.583,275987,0.829,Dance,0.0,4,0.0426,-4.603,1,0.134,174.028,4,0.575
155EsNGoXo7XSVF84oTPam,0.0257,0.452,199600,0.685,Dance,0.0,3,0.11,-4.828,0,0.0385,76.986,4,0.305
6uBhi9gBXWjanegOb2Phh0,0.253,0.69,210091,0.622,Dance,0.0,8,0.116,-5.025,0,0.0622,102.04,4,0.544
78nplE9X2ZGvQh3TKgvldE,0.237,0.67,218293,0.743,Dance,0.0,1,0.465,-4.993,1,0.0393,125.944,4,0.571
0qOnSQQF0yzuPWsXrQ9paz,0.0319,0.646,210960,0.795,Dance,0.0,0,0.267,-3.293,1,0.0976,89.99,4,0.796
0WfKDYeUAoLA3vdvLKKWMW,0.139,0.846,237200,0.815,Dance,2.19e-06,7,0.131,-4.512,1,0.0761,118.999,4,0.831
2IO7yf562c1zLzpanal1DT,0.223,0.731,199593,0.58,Dance,0.0,1,0.129,-7.328,0,0.0399,119.997,4,0.319
55n9yjI6qqXh5F2mYvUc2y,0.0586,0.731,247160,0.445,Dance,1.96e-05,3,0.14,-8.418,1,0.0533,117.97,4,0.106
56twMOlq9DJc3EgpVUVIrW,0.475,0.412,191308,0.472,Dance,0.0,11,0.0974,-7.543,1,0.0476,139.321,3,0.327
6l0Ky2PycJV1Bz88kFeVGL,0.0337,0.661,219373,0.814,Dance,8.27e-06,3,0.0518,-5.529,1,0.0759,99.963,4,0.459
7i2DJ88J7jQ8K7zqFX2fW8,0.107,0.67,214802,0.585,Dance,1.11e-06,9,0.131,-4.861,0,0.0354,110.03,4,0.447
0EMmVUYs9ZZRHtlADB88uz,0.648,0.45,287307,0.658,Dance,3.14e-06,5,0.264,-7.064,1,0.0472,106.799,4,0.781
3MoV1UsAJmz64LHqyiRMp0,0.137,0.703,198947,0.66,Dance,0.0,1,0.192,-5.119,0,0.123,95.031,4,0.79
5sdb5pMhcK44SSLsj1moUh,0.033,0.775,191496,0.872,Dance,0.0579,9,0.298,-4.194,1,0.0469,122.994,4,0.379
7bdYxWPCs46dQ0XLwySOyv,0.747,0.708,193947,0.322,Dance,9.24e-05,11,0.137,-12.46,0,0.0371,98.892,4,0.46
